game_id,Source,DistanceToStation,TimeMeasure,Temperature,DewPoint,Humidity,Precipitation,WindSpeed,WindDirection,Pressure,EstimatedCondition
2004091212,Meteostat,4.23,9/12/2004 15:00,69.08,55.04,61,0,20.82,270,29.9493,Clear
2004091212,Meteostat,4.23,9/12/2004 16:00,69.08,55.04,61,0,31.07,270,29.9345,Clear
2004091212,Meteostat,4.23,9/12/2004 17:00,66.92,55.94,68,0,33.31,270,29.9345,Clear
2004091212,Meteostat,4.23,9/12/2004 18:00,66.02,55.94,70,0,31.07,260,29.9286,Clear
2004091213,Meteostat,12.8,9/12/2004 18:00,82.94,36.5,19,NA,19.7,220,29.6688,NA
2004091213,Meteostat,12.8,9/12/2004 19:00,80.96,36.14,20,NA,17.21,220,29.6835,NA
2004091213,Meteostat,12.8,9/12/2004 20:00,77,37.4,24,NA,19.7,210,29.6688,NA
2004091213,Meteostat,12.8,9/12/2004 21:00,73.04,37.94,28,NA,10.31,250,29.6865,NA
2004091213,Meteostat,12.8,9/12/2004 22:00,69.98,39.56,33,NA,8.08,210,29.6776,NA
2004091213,Meteostat,12.8,9/12/2004 23:00,66.92,41.9,40,NA,12.74,190,29.6511,NA
2004091300,Meteostat,25.85,9/13/2004 20:00,73.94,60.98,64,0,5.84,70,30.1413,Clear
2004091300,Meteostat,25.85,9/13/2004 21:00,75.02,62.06,64,0,5.84,70,30.156,Clear
2004091300,Meteostat,25.85,9/13/2004 22:00,73.94,61.88,66,0,3.36,90,30.1737,Clear
2004091300,Meteostat,25.85,9/13/2004 23:00,71.96,64.04,76,NA,5.84,100,30.1737,NA
2004091300,Meteostat,25.85,9/14/2004 0:00,71.06,64.94,81,NA,4.72,90,30.1796,NA
2004091300,Meteostat,25.85,9/14/2004 1:00,69.98,64.94,84,0.012,5.84,110,30.1767,Light Rain
2004091300,Meteostat,25.85,9/14/2004 2:00,66.92,60.98,81,0.012,6.96,150,30.1826,Light Rain
2004091900,Meteostat,11.68,9/19/2004 12:00,71.06,46.76,42,0,18.33,60,30.1708,Clear
2004091900,Meteostat,11.68,9/19/2004 13:00,73.04,49.28,43,0,9.2,70,30.1619,Clear
2004091900,Meteostat,11.68,9/19/2004 14:00,73.94,50,43,0,11.62,60,30.1472,Clear
2004091900,Meteostat,11.68,9/19/2004 15:00,75.92,49.28,39,0,13.86,60,30.1265,Clear
2004091900,Meteostat,11.68,9/19/2004 16:00,77,48.02,36,0,13.86,50,30.1088,Clear
2004091900,Meteostat,11.68,9/19/2004 17:00,75.92,47.12,36,0,16.09,70,30.0999,Clear
2004091901,Meteostat,0.31,9/19/2004 12:00,64.94,41.9,43,0,14.98,10,30.2594,Clear
2004091901,Meteostat,0.31,9/19/2004 13:00,66.02,42.26,42,0,9.2,10,30.2594,Clear
2004091901,Meteostat,0.31,9/19/2004 14:00,69.08,43.16,39,0,12.74,0,30.2505,Clear
2004091901,Meteostat,0.31,9/19/2004 15:00,69.98,41,35,0,9.2,350,30.2298,Clear
2004091901,Meteostat,0.31,9/19/2004 16:00,71.06,41.36,34,0,6.96,350,30.221,Clear
2004091901,Meteostat,0.31,9/19/2004 17:00,71.06,42.08,35,0,8.08,340,30.221,Clear
2004091901,Meteostat,0.31,9/19/2004 18:00,69.98,41,35,0,8.08,340,30.2298,Clear
2004091902,Meteostat,3.17,9/19/2004 12:00,64.4,50.18,60,0,5.84,100,30.4661,Clear
2004091902,Meteostat,3.17,9/19/2004 13:00,64.4,48.38,56,0,8.08,90,30.4513,Clear
2004091902,Meteostat,3.17,9/19/2004 14:00,68,49.46,58,0,10.31,60,30.4454,Clear
2004091902,Meteostat,3.17,9/19/2004 15:00,66.2,50,56,0,5.84,70,30.4247,Clear
2004091902,Meteostat,3.17,9/19/2004 16:00,69.8,50.18,53,0,10.31,80,30.4129,Clear
2004091902,Meteostat,3.17,9/19/2004 17:00,69.8,48.2,49,0,6.96,110,30.3923,Clear
2004091903,Meteostat,2.3,9/19/2004 11:00,73.94,48.74,41,0,14.98,190,30.3302,Clear
2004091903,Meteostat,2.3,9/19/2004 12:00,77,48.02,36,0,17.21,190,30.3155,Clear
2004091903,Meteostat,2.3,9/19/2004 13:00,78.08,46.58,33,0,18.33,170,30.2919,Clear
2004091903,Meteostat,2.3,9/19/2004 14:00,80.06,46.76,31,0,17.21,180,30.2741,Clear
2004091903,Meteostat,2.3,9/19/2004 15:00,78.98,51.98,39,0,14.98,170,30.2712,Clear
2004091903,Meteostat,2.3,9/19/2004 16:00,78.08,51.8,40,0,16.09,160,30.2623,Clear
2004091903,Meteostat,2.3,9/19/2004 17:00,75.92,51.26,42,0,17.21,170,30.2564,Clear
2004091904,Meteostat,23.61,9/19/2004 12:00,78.08,63.14,60,NA,16.09,50,30.0468,NA
2004091904,Meteostat,23.61,9/19/2004 13:00,78.98,62.96,58,NA,13.86,50,30.0438,NA
2004091904,Meteostat,23.61,9/19/2004 14:00,80.06,62.96,56,NA,16.09,60,30.032,NA
2004091904,Meteostat,23.61,9/19/2004 15:00,77,62.96,62,NA,16.09,40,30.0261,NA
2004091904,Meteostat,23.61,9/19/2004 16:00,73.94,63.86,71,NA,8.08,20,30.0231,NA
2004091904,Meteostat,23.61,9/19/2004 17:00,73.04,64.94,76,NA,11.62,20,30.0143,NA
2004091904,Meteostat,23.61,9/19/2004 18:00,73.04,64.94,76,NA,9.2,10,30.0172,NA
2004091905,Meteostat,4.85,9/19/2004 11:00,78.8,57.38,48,0,11.43,190,30.1265,Clear
2004091905,Meteostat,4.85,9/19/2004 12:00,80.6,59.18,48,0,11.43,180,30.1176,Clear
2004091905,Meteostat,4.85,9/19/2004 13:00,82.4,60.8,48,0,11.43,160,30.1147,Clear
2004091905,Meteostat,4.85,9/19/2004 14:00,84.2,60.62,45,0,8.08,150,30.091,Clear
2004091905,Meteostat,4.85,9/19/2004 15:00,84.2,60.62,45,0,9.2,160,30.0733,Clear
2004091905,Meteostat,4.85,9/19/2004 16:00,84.2,60.62,45,0,13.86,170,30.0615,Clear
2004091905,Meteostat,4.85,9/19/2004 17:00,84.2,60.62,45,0,12.74,160,30.0468,Clear
2004091906,Meteostat,27.15,9/19/2004 11:00,77,62.06,60,0,10.31,40,30.0586,Clear
2004091906,Meteostat,27.15,9/19/2004 12:00,78.08,62.06,58,0,6.96,40,30.0497,Clear
2004091906,Meteostat,27.15,9/19/2004 13:00,80.96,58.82,47,0,4.72,0,30.0379,Clear
2004091906,Meteostat,27.15,9/19/2004 14:00,82.04,57.38,43,0,9.2,10,30.0172,Clear
2004091906,Meteostat,27.15,9/19/2004 15:00,82.94,53.96,37,0,8.08,40,30.0025,Clear
2004091906,Meteostat,27.15,9/19/2004 16:00,84.02,55.76,38,0,9.2,40,29.9847,Clear
2004091906,Meteostat,27.15,9/19/2004 17:00,82.94,58.1,43,0,8.08,60,29.9788,Clear
2004091907,Meteostat,1.74,9/19/2004 12:00,62.6,42.62,48,0,10.31,10,30.2092,Clear
2004091907,Meteostat,1.74,9/19/2004 13:00,64.4,42.62,45,0,14.98,0,30.2092,Clear
2004091907,Meteostat,1.74,9/19/2004 14:00,66.2,44.78,46,0,12.74,10,30.1974,Clear
2004091907,Meteostat,1.74,9/19/2004 15:00,66.2,46.4,49,0,12.74,20,30.1915,Clear
2004091907,Meteostat,1.74,9/19/2004 16:00,66.2,46.4,49,0,11.43,30,30.1974,Clear
2004091907,Meteostat,1.74,9/19/2004 17:00,66.2,44.78,46,0,9.2,50,30.2033,Clear
2004091907,Meteostat,1.74,9/19/2004 18:00,64.4,44.78,49,0,10.31,20,30.2269,Clear
2004091908,Meteostat,3.73,9/19/2004 11:00,71.06,48.56,45,0,12.74,60,30.2564,Clear
2004091908,Meteostat,3.73,9/19/2004 12:00,73.94,48.02,40,0,12.74,40,30.2357,Clear
2004091908,Meteostat,3.73,9/19/2004 13:00,75.92,49.28,39,0,10.31,40,30.2239,Clear
2004091908,Meteostat,3.73,9/19/2004 14:00,78.08,48.92,36,0,11.62,30,30.1944,Clear
2004091908,Meteostat,3.73,9/19/2004 15:00,78.98,51.26,38,0,16.09,40,30.1708,Clear
2004091908,Meteostat,3.73,9/19/2004 16:00,78.98,51.26,38,0,12.74,40,30.159,Clear
2004091908,Meteostat,3.73,9/19/2004 17:00,78.08,48.92,36,0,14.98,40,30.156,Clear
2004091909,Meteostat,1.24,9/19/2004 16:00,89.96,65.12,44,0,6.96,60,29.8932,Clear
2004091909,Meteostat,1.24,9/19/2004 17:00,87.08,63.86,46,0,9.2,30,29.8873,Clear
2004091909,Meteostat,1.24,9/19/2004 18:00,87.98,65.3,47,0,8.08,60,29.8873,Clear
2004091909,Meteostat,1.24,9/19/2004 19:00,84.92,64.76,51,0,4.72,40,29.905,Clear
2004091909,Meteostat,1.24,9/19/2004 20:00,82.04,65.84,58,0,8.08,40,29.9109,Clear
2004091909,Meteostat,1.24,9/19/2004 21:00,78.98,67.1,67,0,6.96,40,29.9286,Clear
2004091910,Meteostat,4.23,9/19/2004 13:00,89.06,66.74,48,0,17.21,160,29.6215,Clear
2004091910,Meteostat,4.23,9/19/2004 14:00,91.04,64.04,41,0,19.7,170,29.5979,Clear
2004091910,Meteostat,4.23,9/19/2004 15:00,89.96,63.14,41,0,17.21,190,29.5861,Clear
2004091910,Meteostat,4.23,9/19/2004 16:00,82.04,70.88,69,NA,6.96,260,29.6068,NA
2004091910,Meteostat,4.23,9/19/2004 17:00,82.94,70.88,67,0.039,3.36,NA,29.6097,Light Rain
2004091910,Meteostat,4.23,9/19/2004 18:00,82.04,65.84,58,NA,10.31,170,29.6127,NA
2004091911,Meteostat,5.1,9/19/2004 15:00,89.96,60.98,38,0,10.31,120,29.9995,Clear
2004091911,Meteostat,5.1,9/19/2004 16:00,91.04,60.44,36,0,12.74,120,29.9729,Clear
2004091911,Meteostat,5.1,9/19/2004 17:00,91.04,57.02,32,0,12.74,120,29.9552,Clear
2004091911,Meteostat,5.1,9/19/2004 18:00,89.96,55.22,31,0,12.74,120,29.9523,Clear
2004091911,Meteostat,5.1,9/19/2004 19:00,86,50,29,0,9.2,110,29.9552,Clear
2004091911,Meteostat,5.1,9/19/2004 20:00,80.96,52.16,37,0,8.08,120,29.9493,Clear
2004091912,Meteostat,1.86,9/19/2004 13:00,66.2,50,56,0,16.09,270,29.8637,Clear
2004091912,Meteostat,1.86,9/19/2004 14:00,66.2,46.4,49,0,19.45,270,29.8696,Clear
2004091912,Meteostat,1.86,9/19/2004 15:00,64.4,50.18,60,0,20.82,270,29.8666,Clear
2004091912,Meteostat,1.86,9/19/2004 16:00,64.4,48.38,56,0,21.93,290,29.8755,Clear
2004091912,Meteostat,1.86,9/19/2004 17:00,64.4,50.18,60,0,21.93,280,29.8873,Clear
2004091912,Meteostat,1.86,9/19/2004 18:00,62.6,49.82,63,0,18.33,280,29.9021,Clear
2004091913,Meteostat,3.17,9/19/2004 13:00,69.98,53.06,55,0,12.74,270,29.8725,Clear
2004091913,Meteostat,3.17,9/19/2004 14:00,69.98,51.98,53,0,14.98,270,29.8637,Clear
2004091913,Meteostat,3.17,9/19/2004 15:00,71.06,53.06,53,0,14.98,250,29.8548,Clear
2004091913,Meteostat,3.17,9/19/2004 16:00,71.06,53.06,53,0,12.74,290,29.8519,Clear
2004091913,Meteostat,3.17,9/19/2004 17:00,69.98,51.08,51,0,16.09,270,29.8578,Clear
2004091913,Meteostat,3.17,9/19/2004 18:00,69.98,51.98,53,0,16.09,270,29.8696,Clear
2004091914,Meteostat,3.29,9/19/2004 20:00,64.04,54.14,70,0,0,NA,30.2948,Clear
2004091914,Meteostat,3.29,9/19/2004 21:00,57.92,53.06,84,0,0,NA,30.3037,Clear
2004091914,Meteostat,3.29,9/19/2004 22:00,55.04,53.06,93,0,0,NA,30.3037,Clear
2004091914,Meteostat,3.29,9/19/2004 23:00,55.04,53.06,93,0,0,NA,30.3037,Clear
2004091914,Meteostat,3.29,9/20/2004 0:00,53.96,53.06,97,0,0,NA,30.3125,Clear
2004091914,Meteostat,3.29,9/20/2004 1:00,51.08,50,96,0,0,NA,30.3155,Clear
2004092000,Meteostat,2.61,9/20/2004 20:00,68,44.06,42,0,6.96,310,30.2948,Clear
2004092000,Meteostat,2.61,9/20/2004 21:00,64.94,45.86,50,0,6.96,260,30.2978,Clear
2004092000,Meteostat,2.61,9/20/2004 22:00,60.08,49.82,69,0,4.72,220,30.3037,Clear
2004092000,Meteostat,2.61,9/20/2004 23:00,60.08,49.82,69,0,0,NA,30.3125,Clear
2004092000,Meteostat,2.61,9/21/2004 0:00,59,48.92,69,0,5.84,230,30.2978,Clear
2004092000,Meteostat,2.61,9/21/2004 1:00,57.92,50,75,0,4.72,250,30.2978,Clear
2004092000,Meteostat,2.61,9/21/2004 2:00,57.02,48.74,74,0,4.72,240,30.2889,Clear
2004092600,Meteostat,11.68,9/26/2004 12:00,73.04,60.08,64,0,18.33,60,30.0025,Clear
2004092600,Meteostat,11.68,9/26/2004 13:00,75.92,60.08,58,0,17.21,60,29.9847,Clear
2004092600,Meteostat,11.68,9/26/2004 14:00,77,61.16,58,0,14.98,50,29.9611,Clear
2004092600,Meteostat,11.68,9/26/2004 15:00,75.92,60.98,60,0,12.74,40,29.9464,Clear
2004092600,Meteostat,11.68,9/26/2004 16:00,78.08,61.16,56,0,17.21,40,29.9168,Clear
2004092600,Meteostat,11.68,9/26/2004 17:00,77,61.16,58,0,16.09,60,29.908,Clear
2004092600,Meteostat,11.68,9/26/2004 18:00,77,61.16,58,0,14.98,50,29.8932,Clear
2004092601,Meteostat,3.29,9/26/2004 12:00,69.08,55.94,63,0,8.08,70,30.2033,Clear
2004092601,Meteostat,3.29,9/26/2004 13:00,71.06,55.04,57,0,6.96,80,30.1885,Clear
2004092601,Meteostat,3.29,9/26/2004 14:00,71.06,53.06,53,0,4.72,NA,30.1649,Clear
2004092601,Meteostat,3.29,9/26/2004 15:00,71.96,51.8,49,0,4.72,40,30.1383,Clear
2004092601,Meteostat,3.29,9/26/2004 16:00,75.02,53.96,48,0,6.96,70,30.1088,Clear
2004092601,Meteostat,3.29,9/26/2004 17:00,75.02,52.88,46,0,6.96,80,30.097,Clear
2004092601,Meteostat,3.29,9/26/2004 18:00,75.02,52.88,46,0,8.08,70,30.0881,Clear
2004092602,Meteostat,3.17,9/26/2004 12:00,68,50.18,53,0,3.36,50,30.2476,Clear
2004092602,Meteostat,3.17,9/26/2004 13:00,69.08,50.18,51,0,5.84,80,30.2357,Clear
2004092602,Meteostat,3.17,9/26/2004 14:00,71.06,48.02,44,0,3.36,90,30.2062,Clear
2004092602,Meteostat,3.17,9/26/2004 15:00,69.98,55.04,59,0,9.2,120,30.1885,Clear
2004092602,Meteostat,3.17,9/26/2004 16:00,71.06,46.22,41,0,8.08,100,30.1708,Clear
2004092602,Meteostat,3.17,9/26/2004 17:00,71.96,41.36,33,0,8.08,140,30.1619,Clear
2004092602,Meteostat,3.17,9/26/2004 18:00,71.06,48.02,44,0,6.96,70,30.156,Clear
2004092603,Meteostat,4.85,9/26/2004 11:00,69.8,57.02,64,0,3.36,0,30.1826,Clear
2004092603,Meteostat,4.85,9/26/2004 12:00,73.4,57.2,57,0,6.96,20,30.1678,Clear
2004092603,Meteostat,4.85,9/26/2004 13:00,77,57.02,50,0,4.72,340,30.1501,Clear
2004092603,Meteostat,4.85,9/26/2004 14:00,78.8,57.38,48,0,6.96,340,30.1294,Clear
2004092603,Meteostat,4.85,9/26/2004 15:00,77,55.22,47,0,4.72,350,30.1088,Clear
2004092603,Meteostat,4.85,9/26/2004 16:00,78.8,55.76,45,0,9.2,20,30.091,Clear
2004092603,Meteostat,4.85,9/26/2004 17:00,77,55.22,47,0,4.72,10,30.0792,Clear
2004092604,Meteostat,8.08,9/26/2004 20:00,80.96,73.76,79,NA,10.31,180,29.7278,NA
2004092604,Meteostat,8.08,9/26/2004 21:00,80.96,75.02,82,0,6.96,180,29.7692,Clear
2004092604,Meteostat,8.08,9/26/2004 22:00,80.06,75.2,85,0,11.62,170,29.7957,Clear
2004092604,Meteostat,8.08,9/26/2004 23:00,80.06,74.12,82,0,10.31,170,29.8194,Clear
2004092604,Meteostat,8.08,9/27/2004 0:00,78.98,74.12,85,0,9.2,170,29.8253,Clear
2004092604,Meteostat,8.08,9/27/2004 1:00,80.06,74.12,82,0,10.31,180,29.8253,Clear
2004092605,Meteostat,6.21,9/26/2004 11:00,66.2,53.6,64,0,5.84,150,30.2092,Clear
2004092605,Meteostat,6.21,9/26/2004 12:00,71.6,51.98,50,0,11.43,170,30.1885,Clear
2004092605,Meteostat,6.21,9/26/2004 13:00,73.4,51.98,47,0,10.31,210,30.1619,Clear
2004092605,Meteostat,6.21,9/26/2004 14:00,75.2,53.6,47,0,12.74,170,30.1294,Clear
2004092605,Meteostat,6.21,9/26/2004 15:00,75.2,51.8,44,0,10.31,180,30.1088,Clear
2004092605,Meteostat,6.21,9/26/2004 16:00,77,51.44,41,0,10.31,210,30.094,Clear
2004092605,Meteostat,6.21,9/26/2004 17:00,75.2,51.8,44,0,9.2,190,30.0792,Clear
2004092606,Meteostat,1.74,9/26/2004 12:00,75.2,60.8,61,0,5.84,30,30.091,Clear
2004092606,Meteostat,1.74,9/26/2004 13:00,77,57.02,50,0,3.36,350,30.0881,Clear
2004092606,Meteostat,1.74,9/26/2004 14:00,78.8,57.38,48,0,3.36,0,30.0792,Clear
2004092606,Meteostat,1.74,9/26/2004 15:00,77,59,54,0,4.72,0,30.0674,Clear
2004092606,Meteostat,1.74,9/26/2004 16:00,78.8,59.18,51,0,6.96,10,30.0586,Clear
2004092606,Meteostat,1.74,9/26/2004 17:00,77,59,54,0,0,NA,30.0556,Clear
2004092606,Meteostat,1.74,9/26/2004 18:00,75.2,57.38,54,0,5.84,330,30.0645,Clear
2004092607,Meteostat,7.27,9/26/2004 11:00,71.06,57.92,63,0,5.84,130,30.2092,Clear
2004092607,Meteostat,7.27,9/26/2004 12:00,75.02,57.2,54,0,5.84,70,30.1944,Clear
2004092607,Meteostat,7.27,9/26/2004 13:00,75.92,58.1,54,0,8.08,110,30.1708,Clear
2004092607,Meteostat,7.27,9/26/2004 14:00,78.08,59,52,0,8.08,80,30.1442,Clear
2004092607,Meteostat,7.27,9/26/2004 15:00,78.98,58.82,50,0,8.08,0,30.1147,Clear
2004092607,Meteostat,7.27,9/26/2004 16:00,80.06,58.1,47,0,9.2,50,30.091,Clear
2004092607,Meteostat,7.27,9/26/2004 17:00,80.06,58.1,47,0,8.08,20,30.0792,Clear
2004092608,Meteostat,3.73,9/26/2004 11:00,75.92,53.06,45,0,11.62,30,30.1058,Clear
2004092608,Meteostat,3.73,9/26/2004 12:00,78.98,51.98,39,0,13.86,30,30.0822,Clear
2004092608,Meteostat,3.73,9/26/2004 13:00,80.06,48.38,33,0,16.09,20,30.0527,Clear
2004092608,Meteostat,3.73,9/26/2004 14:00,80.96,49.1,33,0,13.86,10,30.0202,Clear
2004092608,Meteostat,3.73,9/26/2004 15:00,80.96,46.58,30,0,13.86,10,30.0025,Clear
2004092608,Meteostat,3.73,9/26/2004 16:00,80.96,46.58,30,0,12.74,0,29.9906,Clear
2004092609,Meteostat,12.8,9/26/2004 14:00,73.94,36.86,26,NA,11.62,60,29.9818,NA
2004092609,Meteostat,12.8,9/26/2004 15:00,73.94,35.96,25,NA,11.62,40,29.9641,NA
2004092609,Meteostat,12.8,9/26/2004 16:00,73.94,33.8,23,NA,5.84,30,29.9582,NA
2004092609,Meteostat,12.8,9/26/2004 17:00,73.94,35.96,25,NA,5.84,60,29.9552,NA
2004092609,Meteostat,12.8,9/26/2004 18:00,69.98,41.72,36,NA,9.2,180,29.97,NA
2004092609,Meteostat,12.8,9/26/2004 19:00,60.98,45.14,56,NA,9.2,180,30.0084,NA
2004092610,Meteostat,2.55,9/26/2004 15:00,69.98,48.74,47,0,0,NA,30.1294,Clear
2004092610,Meteostat,2.55,9/26/2004 16:00,71.96,48.92,44,0,9.2,10,30.1117,Clear
2004092610,Meteostat,2.55,9/26/2004 17:00,71.96,50,46,0,4.72,30,30.0999,Clear
2004092610,Meteostat,2.55,9/26/2004 18:00,69.98,51.08,51,0,9.2,30,30.097,Clear
2004092610,Meteostat,2.55,9/26/2004 19:00,66.92,50.18,55,0,8.08,10,30.1058,Clear
2004092610,Meteostat,2.55,9/26/2004 20:00,64.94,51.08,61,0,8.08,20,30.1147,Clear
2004092611,Meteostat,2.92,9/26/2004 13:00,57.2,53.6,88,0,4.72,320,30.1708,Clear
2004092611,Meteostat,2.92,9/26/2004 14:00,57.2,53.6,88,0,4.72,320,30.156,Clear
2004092611,Meteostat,2.92,9/26/2004 15:00,60.8,53.6,77,0,0,NA,30.1413,Clear
2004092611,Meteostat,2.92,9/26/2004 16:00,62.6,53.42,72,0,3.36,60,30.1324,Clear
2004092611,Meteostat,2.92,9/26/2004 17:00,64.4,53.6,68,0,0,NA,30.1176,Clear
2004092611,Meteostat,2.92,9/26/2004 18:00,62.6,53.42,72,0,3.36,60,30.1088,Clear
2004092612,Meteostat,1.86,9/26/2004 17:00,71.6,55.58,57,0,11.43,300,29.8814,Clear
2004092612,Meteostat,1.86,9/26/2004 18:00,68,55.4,64,0,16.09,290,29.8814,Clear
2004092612,Meteostat,1.86,9/26/2004 19:00,62.6,53.42,72,0,11.43,290,29.8962,Clear
2004092612,Meteostat,1.86,9/26/2004 20:00,60.8,53.6,77,0,10.31,300,29.908,Clear
2004092612,Meteostat,1.86,9/26/2004 21:00,59,53.6,82,0,9.2,290,29.9227,Clear
2004092612,Meteostat,1.86,9/26/2004 22:00,57.2,53.6,88,0,5.84,310,29.9345,Clear
2004092700,Meteostat,6.15,9/27/2004 20:00,71.06,63.14,76,0,8.08,70,30.0261,Clear
2004092700,Meteostat,6.15,9/27/2004 21:00,71.06,64.22,79,0,11.62,90,30.0202,Clear
2004092700,Meteostat,6.15,9/27/2004 22:00,69.98,64.94,84,NA,8.08,100,30.0113,NA
2004092700,Meteostat,6.15,9/27/2004 23:00,69.98,66.02,87,0.012,3.36,100,30.0025,Light Rain
2004092700,Meteostat,6.15,9/28/2004 0:00,69.98,66.92,90,0.012,6.96,80,29.9729,Light Rain
2004092700,Meteostat,6.15,9/28/2004 1:00,69.98,67.82,93,0,3.36,130,29.9552,Clear
2004092700,Meteostat,6.15,9/28/2004 2:00,71.06,68,90,0,3.36,150,29.9404,Clear
2004100300,Meteostat,7.02,10/3/2004 12:00,57.92,42.8,57,0,12.74,220,30.2151,Clear
2004100300,Meteostat,7.02,10/3/2004 13:00,60.08,43.88,55,0,13.86,230,30.1944,Clear
2004100300,Meteostat,7.02,10/3/2004 14:00,60.98,44.24,54,0,16.09,220,30.159,Clear
2004100300,Meteostat,7.02,10/3/2004 15:00,60.98,43.16,52,0,14.98,240,30.1383,Clear
2004100300,Meteostat,7.02,10/3/2004 16:00,60.98,44.24,54,0,11.62,230,30.1117,Clear
2004100300,Meteostat,7.02,10/3/2004 17:00,60.08,44.78,57,0,14.98,240,30.097,Clear
2004100300,Meteostat,7.02,10/3/2004 18:00,59,45.14,60,0,14.98,230,30.0822,Clear
2004100301,Meteostat,5.41,10/3/2004 11:00,57.2,30.56,36,0,14.98,240,30.1944,Clear
2004100301,Meteostat,5.41,10/3/2004 12:00,60.8,32.18,34,0,13.86,220,30.1619,Clear
2004100301,Meteostat,5.41,10/3/2004 13:00,62.6,29.84,29,0,13.86,220,30.1206,Clear
2004100301,Meteostat,5.41,10/3/2004 14:00,64.4,28.76,26,0,17.21,210,30.0792,Clear
2004100301,Meteostat,5.41,10/3/2004 15:00,66.2,28.4,24,0,17.21,210,30.0379,Clear
2004100301,Meteostat,5.41,10/3/2004 16:00,69.08,28.58,22,0,17.21,220,30.0084,Clear
2004100301,Meteostat,5.41,10/3/2004 17:00,69.8,30.38,23,0,12.74,230,29.9877,Clear
2004100302,Meteostat,6.65,10/3/2004 12:00,57.92,38.84,49,0,11.62,230,30.2712,Clear
2004100302,Meteostat,6.65,10/3/2004 13:00,60.08,35.6,40,0,10.31,220,30.2387,Clear
2004100302,Meteostat,6.65,10/3/2004 14:00,60.98,35.78,39,0,9.2,200,30.2033,Clear
2004100302,Meteostat,6.65,10/3/2004 15:00,62.96,37.04,38,0,12.74,240,30.1737,Clear
2004100302,Meteostat,6.65,10/3/2004 16:00,64.04,35.78,35,0,18.33,260,30.156,Clear
2004100302,Meteostat,6.65,10/3/2004 17:00,62.96,36.32,37,0,12.74,230,30.1383,Clear
2004100302,Meteostat,6.65,10/3/2004 18:00,62.06,34.16,35,0,12.74,210,30.1265,Clear
2004100303,Meteostat,2.3,10/3/2004 11:00,57.92,33.08,39,0,17.21,200,29.9729,Clear
2004100303,Meteostat,2.3,10/3/2004 12:00,60.98,35.78,39,0,16.09,200,29.9316,Clear
2004100303,Meteostat,2.3,10/3/2004 13:00,64.94,32.72,30,0,17.21,220,29.8962,Clear
2004100303,Meteostat,2.3,10/3/2004 14:00,68,35.42,30,0,17.21,220,29.8489,Clear
2004100303,Meteostat,2.3,10/3/2004 15:00,69.08,37.22,31,0,25.29,240,29.8312,Clear
2004100303,Meteostat,2.3,10/3/2004 16:00,69.08,37.94,32,0,12.74,260,29.8282,Clear
2004100303,Meteostat,2.3,10/3/2004 17:00,68,37.04,32,0,18.33,250,29.8312,Clear
2004100304,Meteostat,13.61,10/3/2004 11:00,82.04,70.88,69,0,6.96,20,30.2003,Clear
2004100304,Meteostat,13.61,10/3/2004 12:00,86,69.08,57,0,4.72,10,30.1796,Clear
2004100304,Meteostat,13.61,10/3/2004 13:00,89.06,66.74,48,0,4.72,70,30.156,Clear
2004100304,Meteostat,13.61,10/3/2004 14:00,91.04,64.04,41,0,4.72,NA,30.1235,Clear
2004100304,Meteostat,13.61,10/3/2004 15:00,91.04,62.6,39,0,4.72,NA,30.097,Clear
2004100304,Meteostat,13.61,10/3/2004 16:00,91.04,64.04,41,0,0,NA,30.0763,Clear
2004100304,Meteostat,13.61,10/3/2004 17:00,91.94,64.94,41,0,4.72,150,30.0674,Clear
2004100305,Meteostat,23.61,10/3/2004 12:00,84.92,70.88,63,NA,4.72,200,30.1294,NA
2004100305,Meteostat,23.61,10/3/2004 13:00,84.92,69.98,61,NA,5.84,260,30.1176,NA
2004100305,Meteostat,23.61,10/3/2004 14:00,86,71.96,63,NA,5.84,270,30.094,NA
2004100305,Meteostat,23.61,10/3/2004 15:00,87.08,71.06,59,NA,3.36,340,30.0674,NA
2004100305,Meteostat,23.61,10/3/2004 16:00,87.08,73.94,65,NA,8.08,90,30.0468,NA
2004100305,Meteostat,23.61,10/3/2004 17:00,84.02,73.94,72,NA,12.74,70,30.0468,NA
2004100305,Meteostat,23.61,10/3/2004 18:00,82.04,74.12,77,NA,8.08,100,30.0379,NA
2004100306,Meteostat,2.3,10/3/2004 12:00,55.04,45.14,69,0,0,NA,30.2859,Clear
2004100306,Meteostat,2.3,10/3/2004 13:00,57.92,42.8,57,0,3.36,140,30.2623,Clear
2004100306,Meteostat,2.3,10/3/2004 14:00,60.98,41.18,48,0,4.72,90,30.2239,Clear
2004100306,Meteostat,2.3,10/3/2004 15:00,62.06,39.92,44,0,0,NA,30.1944,Clear
2004100306,Meteostat,2.3,10/3/2004 16:00,62.96,36.32,37,0,5.84,190,30.1767,Clear
2004100306,Meteostat,2.3,10/3/2004 17:00,64.04,37.94,38,0,9.2,210,30.1619,Clear
2004100306,Meteostat,2.3,10/3/2004 18:00,62.96,38.84,41,0,5.84,230,30.156,Clear
2004100307,Meteostat,4.23,10/3/2004 13:00,91.94,43.88,19,0,5.84,NA,29.9198,Clear
2004100307,Meteostat,4.23,10/3/2004 14:00,93.92,42.44,17,0,5.84,NA,29.8902,Clear
